,age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,manquants
8122,61,185.8,40.3,1953,2.0,0.54,728.0,5000.0,8069.115852258167,0
8124,22,176.1,38.7,2660,0.0,0.11,464.0,5000.0,500.0,0
8128,30,175.6,96.5,3933,4.0,0.22,752.0,10000.0,14130.781737072944,0
8129,53,180.2,75.6,2358,2.5351401010565,0.24,417.0,10000.0,11164.771932848866,1
8130,66,165.0,61.4,2644,2.5351401010565,0.29,392.0,5000.0,500.0,1
8132,56,197.8,60.6,3518,5.0,0.37,557.0,5231.748886883273,23160.849927200656,1
8133,60,175.0,70.1,2605,5.0,0.01,764.0,721.23,26347.825047277667,0
8134,27,165.3,61.8,2574,1.0,0.14,524.0,10000.0,500.0,0
8135,71,167.9,64.1,911,1.0,0.71,743.0,5000.0,20436.712111452085,0
8136,24,178.3,69.3,1202,2.5351401010565,0.61,470.0,1077.06,28260.628077719608,1
8143,49,168.7,47.7,2385,2.5351401010565,0.42,827.0,1187.25,7984.868709216357,1
8148,50,188.9,61.4,2463,2.5351401010565,0.03,403.0,780.77,500.0,1
8149,39,184.1,98.9,500,2.5351401010565,0.53,536.0,10000.0,500.0,1
8152,44,169.7,65.1,1533,2.5351401010565,0.27,412.0,539.56,13480.47288501938,1
8153,73,170.6,72.9,2667,2.5351401010565,0.08,337.0,371.8,500.0,1
8154,46,178.2,79.6,2859,2.5351401010565,0.9,421.0,475.96,500.0,1
8156,20,173.2,75.1,3418,2.5351401010565,0.32,545.0,1077.09,38454.41347797358,1
8158,59,157.5,71.6,2040,2.5351401010565,0.38,631.0,294.54,500.0,1
8160,56,181.9,81.1,2360,0.0,0.07,813.0,5231.748886883273,22793.390962113543,1
8161,68,176.2,72.5,2550,2.0,0.31,524.0,5000.0,6817.886738272792,0
8162,62,178.7,52.2,1969,2.5351401010565,0.5,424.0,5000.0,500.0,1
8167,30,176.7,82.7,3130,2.5351401010565,0.82,472.0,5000.0,500.0,1
8168,37,184.7,55.0,2080,1.0,0.79,413.0,10000.0,10253.33495029246,0
8171,55,180.7,61.4,793,2.5351401010565,0.1,833.0,861.31,500.0,1
8172,35,159.1,58.1,1310,0.0,0.04,324.0,5000.0,500.0,0
8175,52,160.2,60.0,1619,2.5351401010565,0.62,483.0,830.99,500.0,1
8179,72,172.6,81.4,2654,2.5351401010565,0.5,577.0,166.71,500.0,1
8180,58,168.2,81.7,1559,3.0,0.7,820.0,10000.0,28209.424260254447,0
8182,58,179.6,52.1,500,2.5351401010565,0.65,433.0,10000.0,500.0,1
8183,53,174.4,84.6,4347,2.5351401010565,0.36,474.0,829.28,33600.31582110278,1
8184,42,165.0,76.9,666,5.0,0.03,685.0,5000.0,9654.116287509927,0
8186,58,159.6,88.2,2121,2.5351401010565,0.16,396.0,10000.0,11944.279667941835,1
8188,50,171.4,58.4,4663,3.0,0.46,478.0,694.46,500.0,0
8189,35,176.7,74.3,3335,4.0,0.89,624.0,5231.748886883273,11554.821967787862,1
8190,37,189.7,81.8,3133,2.5351401010565,0.72,636.0,10000.0,39892.85028994767,1
8194,50,161.1,79.6,4037,2.5351401010565,0.51,726.0,5000.0,16955.845912240813,1
8195,33,169.5,65.0,2218,2.5351401010565,0.33,794.0,5000.0,13431.539157366033,1
8196,69,171.0,74.5,2742,4.0,1.0,615.0,5231.748886883273,500.0,1
8199,44,164.3,70.2,1889,2.5351401010565,0.02,484.0,479.92,29476.08770791101,1
8204,34,146.2,58.2,3897,1.0,0.71,639.0,5231.748886883273,770.868971321893,1
8205,23,163.4,83.6,3139,2.5351401010565,0.52,378.0,10000.0,500.0,1
8206,34,167.0,55.5,3560,2.5351401010565,0.12,622.0,1100.44,21752.35998017089,1
8207,24,161.3,82.8,2162,3.0,0.61,470.0,5231.748886883273,500.0,1
8208,60,165.8,49.1,3006,0.0,0.57,536.0,5231.748886883273,14623.449797005103,1
8212,43,158.9,66.2,1496,2.5351401010565,0.98,597.0,5000.0,500.0,1
8213,59,165.6,68.0,4550,2.5351401010565,0.7,483.0,10000.0,500.0,1
8216,66,180.5,70.5,721,2.5351401010565,0.43,762.0,10000.0,500.0,1
8217,61,171.0,79.8,500,2.0,0.31,695.0,5231.748886883273,2388.852790261776,1
8220,71,155.3,63.2,1851,0.0,0.3,583.0,10000.0,4330.739667182579,0
8223,60,171.1,73.5,1430,2.0,0.79,844.0,5000.0,500.0,0
8227,64,163.5,49.1,2112,2.5351401010565,0.48,790.0,1146.06,500.0,1
8228,31,169.6,75.8,2653,2.5351401010565,0.32,318.0,951.74,34317.578219620824,1
8233,68,155.0,82.6,1543,2.5351401010565,0.15,581.0,5000.0,500.0,1
8238,49,154.4,80.6,2025,0.0,0.68,446.0,10000.0,500.0,0
8239,47,156.1,71.6,1427,3.0,0.63,688.0,902.49,15034.320179440205,0
8240,47,163.0,65.6,2606,2.5351401010565,0.57,493.0,10000.0,1316.132966365705,1
8245,50,186.5,63.9,2849,4.0,0.55,309.0,10000.0,14858.391477912968,0
8251,51,171.0,51.9,1315,0.0,0.65,789.0,345.86,500.0,0
8254,67,167.9,62.2,2900,2.5351401010565,0.13,410.0,5000.0,13855.130294272049,1
8255,63,162.1,74.9,2266,2.0,0.7,345.0,5231.748886883273,500.0,1
8258,39,164.7,66.3,4773,2.5351401010565,0.81,537.0,1325.3,25610.99459208329,1
8260,45,174.9,57.7,2551,2.5351401010565,0.56,755.0,10000.0,9151.581011044029,1
8261,38,156.9,76.8,2951,2.5351401010565,0.95,669.0,10000.0,12659.636847747202,1
8262,26,178.8,69.1,1315,3.0,0.36,312.0,5231.748886883273,27055.75851239357,1
8263,65,164.8,101.4,3868,2.5351401010565,0.67,784.0,5000.0,45189.67449178655,1
8264,73,161.1,52.9,3776,5.0,0.28,808.0,1208.54,36777.334147647125,0
8265,71,165.8,82.1,2750,4.0,0.28,649.0,660.65,500.0,0
8266,38,165.9,59.3,3071,2.5351401010565,0.26,650.0,10000.0,3997.2936118799153,1
8270,36,171.7,74.5,1222,2.5351401010565,0.54,309.0,10000.0,500.0,1
8274,22,173.0,83.3,1819,2.5351401010565,0.83,512.0,10000.0,7756.778962760228,1
8276,63,174.5,76.0,1206,0.0,0.58,839.0,10000.0,500.0,0
8277,47,185.3,64.5,3935,0.0,0.67,538.0,5231.748886883273,500.0,1
8278,42,171.0,66.8,3802,1.0,0.87,598.0,1124.77,20390.17432466051,0
8279,50,166.9,72.3,500,3.0,0.46,687.0,5000.0,500.0,0
8280,60,175.8,83.1,1018,5.0,0.42,388.0,5231.748886883273,12709.66673271385,1
8291,20,169.7,88.5,2126,2.5351401010565,0.17,435.0,590.77,500.0,1
8293,58,187.9,76.2,2029,2.5351401010565,0.1,604.0,10000.0,500.0,1
8294,26,186.6,50.4,1340,2.5351401010565,0.4,846.0,5000.0,500.0,1
8300,60,179.2,44.1,1893,3.0,0.35,656.0,5000.0,12612.621374535289,0
8303,70,167.1,85.9,2751,2.5351401010565,0.11,619.0,10000.0,21547.762193051796,1
8305,67,182.2,61.5,2768,2.5351401010565,0.05,445.0,784.61,24740.067375375944,1
8308,60,166.9,74.4,1861,4.0,0.24,348.0,10000.0,500.0,0
8309,40,182.9,47.7,3635,2.0,0.89,740.0,5231.748886883273,500.0,1
8311,41,169.6,79.3,2447,2.5351401010565,0.76,380.0,10000.0,500.0,1
8313,26,169.5,83.9,3030,3.0,0.13,820.0,5000.0,35348.64876190992,0
8316,43,164.7,76.6,2402,2.5351401010565,0.37,847.0,5000.0,30299.639007403137,1
8318,69,170.7,62.0,500,4.0,0.29,725.0,5231.748886883273,500.0,1
8323,24,141.0,67.8,1993,0.0,0.77,488.0,5231.748886883273,500.0,1
8325,55,147.7,88.6,3949,0.0,0.48,823.0,5000.0,29471.09638797179,0
8326,45,166.1,74.8,3350,4.0,0.6,673.0,5000.0,500.0,0
8328,45,167.6,58.0,2770,2.0,1.0,607.0,5231.748886883273,1383.1904886237637,1
8330,21,191.6,51.3,3245,2.5351401010565,0.59,413.0,5000.0,15307.478235672432,1
8337,53,160.9,26.1,2732,2.5351401010565,0.71,690.0,413.73,500.0,1
8341,20,186.3,88.0,1752,2.5351401010565,0.93,576.0,10000.0,500.0,1
8348,30,170.0,59.6,1419,4.0,0.72,392.0,715.22,500.0,0
8350,68,159.9,81.1,1658,3.0,0.89,422.0,10000.0,500.0,0
8351,66,172.4,82.1,4470,1.0,0.41,359.0,5000.0,15523.149263294406,0
8352,29,177.2,57.2,2080,2.5351401010565,0.51,701.0,446.79,500.0,1
8353,55,169.2,71.1,1457,2.5351401010565,0.23,841.0,765.36,500.0,1
8354,36,176.0,82.9,1571,2.5351401010565,0.83,353.0,10000.0,7362.2573563601245,1
8360,55,180.0,71.0,3388,4.0,0.72,476.0,5231.748886883273,24219.908897169917,1
8363,61,178.2,64.9,1913,1.0,0.14,763.0,5000.0,14689.539832612178,0
8368,35,174.9,75.9,2666,0.0,0.03,830.0,10000.0,3738.15122909472,0
8369,39,174.1,64.9,2381,4.0,0.13,803.0,5000.0,500.0,0
8370,71,169.3,59.9,561,2.5351401010565,0.16,436.0,10000.0,500.0,1
8371,57,169.0,79.9,1857,3.0,0.42,641.0,514.64,9969.429447889564,0
8374,18,164.5,78.0,3519,2.5351401010565,0.41,801.0,555.71,8423.283941550993,1
8375,20,198.8,66.3,1597,2.5351401010565,0.78,819.0,10000.0,13722.77852393368,1
8376,41,152.1,81.6,3950,5.0,0.29,503.0,5231.748886883273,500.0,1
8377,25,185.9,42.4,2490,0.0,0.59,451.0,5000.0,500.0,0
8381,36,164.1,43.8,4439,1.0,0.99,644.0,5231.748886883273,500.0,1
8384,48,158.0,92.9,2644,2.5351401010565,0.84,311.0,5000.0,1473.506295001098,1
8385,35,175.5,90.2,1078,3.0,0.9,719.0,5000.0,14489.190386682125,0
8386,39,167.9,54.0,3379,2.5351401010565,0.17,563.0,844.7,500.0,1
8387,55,171.3,53.6,997,2.0,0.57,789.0,10000.0,15145.615965678611,0
8388,66,162.0,49.7,4067,0.0,0.08,363.0,817.89,500.0,0
8393,27,168.7,77.0,500,3.0,0.16,674.0,5000.0,500.0,0
8411,65,172.9,82.4,1796,2.5351401010565,0.86,590.0,10000.0,1923.8978398759937,1
8412,22,156.0,60.1,500,1.0,0.87,450.0,10000.0,500.0,0
8415,39,185.7,46.3,2128,3.0,0.31,511.0,5000.0,500.0,0
8416,56,177.9,63.9,2988,5.0,0.29,608.0,5000.0,31915.413161279317,0
8418,42,180.1,48.2,1901,2.5351401010565,0.73,497.0,5000.0,1860.565130754554,1
8419,71,162.5,56.1,2561,4.0,0.46,591.0,5000.0,6951.049702536611,0
8420,52,156.9,76.8,1066,3.0,0.15,617.0,10000.0,500.0,0
8426,34,169.3,61.9,3408,2.5351401010565,0.95,466.0,10000.0,500.0,1
8430,50,180.8,85.5,2243,1.0,0.21,475.0,10000.0,18268.911023549957,0
8433,29,159.7,72.6,500,4.0,0.83,348.0,5000.0,500.0,0
8435,60,164.8,74.0,4184,3.0,0.93,720.0,5231.748886883273,500.0,1
8437,42,179.5,48.3,2762,1.0,0.4,433.0,5000.0,13167.874098585917,0
8444,24,162.7,82.5,1653,2.5351401010565,0.7,749.0,964.74,500.0,1
8447,64,182.0,108.1,2738,3.0,0.65,622.0,471.58,19942.55921405613,0
8451,74,166.7,54.7,1181,1.0,0.68,837.0,10000.0,500.0,0
8453,62,160.1,74.2,2100,2.5351401010565,0.46,754.0,1219.91,7306.348015604476,1
8457,66,165.2,84.4,2899,2.5351401010565,0.29,711.0,5000.0,500.0,1
8459,53,177.5,57.5,3274,5.0,0.64,505.0,5231.748886883273,12674.143471485697,1
8460,18,189.2,86.7,2250,2.5351401010565,0.79,615.0,934.34,818.0716820569422,1
8463,58,163.5,73.4,1458,2.5351401010565,0.54,615.0,5000.0,500.0,1
8467,53,175.6,75.7,2362,2.5351401010565,0.85,354.0,10000.0,4463.164003788036,1
8470,23,167.9,61.4,500,3.0,0.07,824.0,10000.0,1590.9633503445175,0
8474,71,161.9,56.5,2843,0.0,0.96,727.0,733.33,32483.99132969468,0
8475,63,167.8,71.8,3191,2.0,0.71,789.0,661.64,500.0,0
8476,46,172.0,68.4,3213,0.0,0.13,391.0,1209.88,23503.95750140131,0
8477,62,168.4,89.4,3269,2.5351401010565,0.6,526.0,381.82,19989.20532005161,1
8480,48,174.1,64.1,1427,2.0,0.75,614.0,5000.0,22411.23299050272,0
8482,48,150.2,69.6,1401,2.5351401010565,0.35,517.0,10000.0,500.0,1
8484,44,176.6,76.1,2186,2.5351401010565,0.68,535.0,5000.0,500.0,1
8486,66,179.0,71.5,1000,0.0,0.18,452.0,10000.0,500.0,0
8488,53,160.5,89.2,2048,5.0,0.48,376.0,5000.0,5316.1181156881,0
8490,45,157.2,64.1,1748,2.5351401010565,0.56,718.0,5000.0,500.0,1
8492,19,168.2,91.9,802,4.0,0.38,801.0,5231.748886883273,500.0,1
8495,51,171.4,85.8,1184,2.5351401010565,0.2,415.0,513.96,20727.14107427349,1
8500,62,163.3,59.0,2349,1.0,0.45,634.0,10000.0,5946.320819593767,0
8502,74,156.7,87.9,2583,2.5351401010565,0.24,403.0,10000.0,500.0,1
8507,32,163.7,56.3,500,2.5351401010565,0.44,774.0,776.52,6014.633300121024,1
8508,69,166.6,50.5,1373,2.5351401010565,0.54,402.0,10000.0,500.0,1
8514,22,156.7,84.5,4859,2.5351401010565,0.24,788.0,780.02,19113.4904252141,1
8515,36,175.0,86.1,2937,2.5351401010565,0.1,778.0,751.33,39353.4421201927,1
8516,39,170.5,87.0,1671,5.0,0.04,784.0,309.14,500.0,0
8518,24,174.1,80.6,3395,2.5351401010565,0.24,761.0,688.83,500.0,1
8521,25,163.5,60.6,2449,2.5351401010565,0.8,738.0,10000.0,18351.674710830983,1
8523,65,167.3,50.4,1948,4.0,0.33,599.0,5000.0,500.0,0
8525,62,166.5,98.4,1030,2.5351401010565,0.34,413.0,10000.0,500.0,1
8528,65,178.9,51.6,2228,2.0,0.25,627.0,10000.0,26518.78949577035,0
8529,69,183.7,68.0,500,0.0,0.16,301.0,10000.0,500.0,0
8531,38,165.9,100.8,2562,1.0,0.21,583.0,802.58,26346.08638259717,0
8532,29,171.8,49.2,2912,5.0,0.04,313.0,5000.0,5887.495107904259,0
8535,18,169.6,57.2,2525,4.0,0.11,807.0,5231.748886883273,27611.992362669524,1
8536,67,183.8,53.5,4893,3.0,0.04,462.0,5231.748886883273,500.0,1
8538,38,173.9,95.1,2398,5.0,0.78,330.0,5231.748886883273,8609.537891937116,1
8539,21,168.6,61.6,5174,2.5351401010565,0.26,547.0,768.43,26416.063107081955,1
8541,24,156.2,64.8,2265,1.0,0.01,537.0,5000.0,7485.515618447107,0
8542,40,160.0,60.0,2000,2.5351401010565,0.36,829.0,10000.0,3148.8618106271915,1
8548,47,166.7,80.8,1399,2.5351401010565,0.02,632.0,5000.0,500.0,1
8549,43,172.5,28.8,3625,3.0,0.73,688.0,669.71,29804.602232965783,0
8551,39,156.6,62.6,1695,4.0,0.57,472.0,5000.0,500.0,0
8552,34,174.1,48.1,3681,5.0,0.12,497.0,5231.748886883273,23101.80227565994,1
8553,26,181.8,96.2,500,2.5351401010565,0.81,504.0,10000.0,500.0,1
8557,37,160.7,46.8,2567,0.0,0.89,430.0,10000.0,7586.408271460594,0
8558,61,180.0,65.6,2442,5.0,0.23,456.0,1113.84,500.0,0
8561,32,176.9,57.2,1854,2.5351401010565,0.95,329.0,5000.0,500.0,1
8563,67,173.4,42.1,1779,2.5351401010565,0.23,595.0,5000.0,500.0,1
8566,65,166.7,61.2,4346,4.0,0.8,655.0,5231.748886883273,44140.2783513807,1
8568,24,163.7,80.4,4736,2.5351401010565,0.21,791.0,979.06,500.0,1
8570,68,162.2,51.4,3478,2.5351401010565,0.07,360.0,5000.0,6223.473512088193,1
8571,62,166.4,67.1,3228,3.0,0.17,365.0,5000.0,9966.569824527503,0
8573,28,187.3,73.7,1312,2.5351401010565,0.72,591.0,10000.0,7722.341352709259,1
8575,69,175.8,78.0,3670,1.0,0.14,462.0,10000.0,11221.231554459047,0
8577,63,151.7,54.6,4214,2.5351401010565,0.83,463.0,356.37,500.0,1
8581,37,170.1,103.5,1181,2.5351401010565,0.01,453.0,10000.0,500.0,1
8582,67,180.8,59.1,2279,2.5351401010565,0.01,533.0,1041.05,7398.48773413049,1
8583,73,182.1,80.8,2105,5.0,0.07,643.0,5000.0,11142.536987554397,0
8588,66,185.6,46.3,2173,2.5351401010565,0.64,636.0,5000.0,3856.405968309079,1
8589,27,160.3,62.3,1664,5.0,0.91,649.0,5000.0,500.0,0
8593,48,191.8,74.1,2030,2.5351401010565,0.09,383.0,904.15,4324.106761321712,1
8594,65,178.3,85.1,4235,2.5351401010565,0.87,395.0,5000.0,500.0,1
8595,64,185.2,43.1,5114,2.0,0.29,803.0,10000.0,41376.08781332332,0
8596,60,175.2,65.2,837,2.5351401010565,0.95,584.0,661.46,4763.586320999428,1
8601,62,174.0,107.0,1946,2.5351401010565,0.1,483.0,10000.0,34349.68238527807,1
8602,25,172.7,69.4,1824,2.5351401010565,0.31,580.0,10000.0,500.0,1
8603,55,171.0,84.2,2214,5.0,0.78,334.0,5000.0,14539.639304170918,0
8609,29,152.9,70.3,2636,2.5351401010565,0.85,704.0,10000.0,13138.509876864526,1
8613,64,146.6,59.1,1342,1.0,0.81,687.0,5000.0,2664.456947528504,0
8614,22,156.2,38.0,500,2.5351401010565,0.08,758.0,10000.0,500.0,1
8616,66,187.6,84.8,2549,2.5351401010565,0.85,814.0,881.62,20827.550233081514,1
8619,61,162.4,68.6,500,2.5351401010565,0.34,717.0,5000.0,500.0,1
8623,62,187.0,96.9,2167,2.5351401010565,0.77,583.0,10000.0,14459.801111813127,1
8624,24,158.6,81.5,4182,2.0,0.23,481.0,5000.0,23692.118874842086,0
8625,34,162.9,65.9,2036,2.5351401010565,0.66,758.0,10000.0,10445.169560967475,1
8626,56,174.1,78.3,2488,2.0,0.13,738.0,10000.0,10084.20742667185,0
8627,32,154.3,63.8,2147,3.0,0.32,794.0,1433.76,38752.70794554361,0
8630,64,148.3,73.2,1055,2.5351401010565,0.37,409.0,5000.0,10813.386418770908,1
8631,58,164.4,69.3,2000,2.5351401010565,0.68,307.0,762.46,15166.540827345963,1
8632,74,172.7,81.5,739,4.0,0.36,673.0,5231.748886883273,3494.0279961624865,1
8633,40,180.7,100.8,3731,2.5351401010565,0.25,669.0,5000.0,500.0,1
8638,56,165.4,66.3,543,1.0,0.2,417.0,5231.748886883273,13607.37323409482,1
8639,20,158.7,43.2,2021,5.0,0.09,408.0,5000.0,10515.386586844632,0
8641,35,170.9,59.4,2712,2.0,0.58,484.0,5231.748886883273,500.0,1
8644,49,162.2,60.1,3489,1.0,0.51,392.0,10000.0,500.0,0
8645,47,170.9,91.1,3145,2.0,0.22,331.0,5231.748886883273,500.0,1
8646,18,152.7,75.1,3408,4.0,0.24,592.0,1358.74,500.0,0
8647,69,169.8,77.1,4719,2.5351401010565,0.96,354.0,10000.0,7707.234746749922,1
8651,39,175.6,92.2,4121,2.5351401010565,0.92,612.0,5000.0,500.0,1
8653,46,163.2,74.8,2629,5.0,0.82,672.0,1238.49,500.0,0
8655,23,141.2,86.6,1762,2.5351401010565,0.09,778.0,1063.08,500.0,1
8659,72,168.2,75.9,2449,5.0,0.28,643.0,5000.0,22641.101301571893,0
8661,62,187.2,79.9,2198,2.5351401010565,0.98,579.0,815.53,16320.528614769964,1
8665,25,190.5,103.6,500,4.0,0.21,635.0,5000.0,3078.1464631230083,0
8666,35,170.1,70.4,4780,1.0,0.14,323.0,5000.0,500.0,0
8667,34,165.9,46.8,2322,3.0,0.21,565.0,361.76,9218.415009962817,0
8670,54,174.1,51.0,2766,2.5351401010565,0.8,829.0,5000.0,33384.285938818604,1
8671,31,186.9,66.2,516,2.5351401010565,0.23,810.0,386.33,500.0,1
8675,65,156.1,94.8,2816,2.0,0.42,322.0,750.86,19810.33008697724,0
8679,26,182.5,54.0,3941,0.0,0.21,689.0,5231.748886883273,24129.908134658064,1
8683,26,180.2,69.5,500,5.0,0.82,306.0,10000.0,500.0,0
8684,27,176.6,83.7,3566,0.0,0.95,721.0,10000.0,16998.042216951613,0
8686,62,175.5,42.8,2238,2.5351401010565,0.06,409.0,282.36,17327.298501416488,1
8687,18,167.4,56.2,1080,2.5351401010565,0.86,385.0,1061.44,6210.9714310042045,1
8689,21,178.4,43.5,1504,2.5351401010565,0.71,513.0,5000.0,17952.90253759461,1
8693,73,169.6,70.3,2388,2.5351401010565,0.44,829.0,786.84,500.0,1
8694,74,189.2,67.9,4300,2.5351401010565,0.88,738.0,10000.0,500.0,1
8697,69,166.8,66.4,3816,0.0,0.32,460.0,10000.0,500.0,0
8698,63,151.8,64.7,1421,2.0,0.16,602.0,939.07,500.0,0
8700,38,157.9,91.1,954,1.0,0.48,701.0,10000.0,14119.086134569843,0
8702,46,159.4,44.8,1643,1.0,0.8,592.0,5231.748886883273,500.0,1
8704,62,164.0,62.8,2465,2.5351401010565,0.99,480.0,5000.0,500.0,1
8706,73,176.5,56.2,3740,4.0,0.24,601.0,1047.49,1585.500947334095,0
8707,29,154.9,60.9,2618,5.0,0.84,690.0,5000.0,500.0,0
8708,63,172.8,72.3,1352,2.5351401010565,0.54,528.0,10000.0,500.0,1
8710,20,162.4,92.6,3898,2.5351401010565,0.8,312.0,10000.0,500.0,1
8711,37,177.3,88.0,2323,2.5351401010565,0.55,421.0,10000.0,500.0,1
8715,59,158.4,60.9,3426,2.5351401010565,0.78,474.0,5000.0,2333.9381746266963,1
8719,30,158.6,60.9,1809,2.5351401010565,0.53,343.0,5000.0,12348.35324308617,1
8723,66,180.3,54.0,2239,2.5351401010565,0.23,345.0,10000.0,25537.33787656232,1
8724,33,168.6,88.0,3082,4.0,0.51,376.0,1204.73,22094.54361026653,0
8725,35,169.5,75.9,3987,2.5351401010565,0.12,423.0,10000.0,24725.97003832324,1
8729,35,161.0,87.8,4348,3.0,0.36,308.0,5000.0,7017.518016140904,0
8730,18,172.5,71.2,2881,2.5351401010565,0.32,846.0,672.12,14744.37863906222,1
8731,55,161.7,68.6,3498,2.5351401010565,0.57,576.0,820.66,26104.48149254258,1
8732,64,163.1,96.6,4593,2.5351401010565,1.0,682.0,1040.14,500.0,1
8735,23,173.7,56.3,2655,3.0,0.19,589.0,5231.748886883273,500.0,1
8738,36,157.3,78.4,1922,3.0,0.18,325.0,10000.0,13707.45929461847,0
8739,39,170.6,41.7,2674,2.5351401010565,0.44,379.0,5000.0,500.0,1
8741,37,174.9,101.0,1775,2.5351401010565,0.41,388.0,5000.0,500.0,1
8747,71,170.9,78.1,2959,2.5351401010565,0.28,332.0,591.6,9706.323833309494,1
8758,53,169.1,69.4,781,2.5351401010565,0.41,697.0,5000.0,500.0,1
8759,51,173.6,61.6,4390,3.0,0.67,426.0,690.66,14012.200182967728,0
8761,62,167.3,71.4,3129,5.0,0.15,329.0,5000.0,8885.739684953534,0
8762,24,179.3,65.5,2261,2.5351401010565,0.42,729.0,5000.0,500.0,1
8764,51,176.4,71.6,3460,3.0,0.32,806.0,10000.0,500.0,0
8765,52,169.7,71.8,3739,1.0,0.37,751.0,10000.0,21363.86978002991,0
8773,40,178.9,74.8,2262,2.0,0.88,800.0,10000.0,1976.3990057892368,0
8774,23,172.4,83.6,2287,2.5351401010565,0.78,552.0,10000.0,500.0,1
8776,33,169.4,89.6,2118,2.0,0.45,692.0,10000.0,500.0,0
8777,20,172.8,69.5,1908,2.5351401010565,0.7,690.0,10000.0,10320.419207367797,1
8779,42,158.1,71.1,3458,2.5351401010565,0.41,560.0,808.5,39319.052036658766,1
8780,71,188.9,49.7,4705,2.5351401010565,0.78,721.0,5000.0,24448.567538240044,1
8781,74,159.1,73.4,3559,4.0,0.76,802.0,10000.0,53192.0535087188,0
8782,43,174.4,44.2,920,1.0,0.23,514.0,1044.23,500.0,0
8784,57,165.0,69.0,1050,2.5351401010565,0.53,653.0,5000.0,500.0,1
8788,31,172.7,58.1,2870,3.0,0.8,673.0,10000.0,500.0,0
8793,44,175.5,85.2,3163,1.0,0.66,791.0,10000.0,19583.390460589024,0
8794,54,173.7,79.5,3508,4.0,0.6,333.0,5231.748886883273,18610.029613217324,1
8795,71,185.4,55.6,2437,1.0,0.44,454.0,5000.0,500.0,0
8798,44,158.4,59.1,500,2.5351401010565,0.86,529.0,10000.0,16833.193605918434,1
8801,32,175.1,94.5,584,0.0,0.61,367.0,10000.0,11572.25506619012,0
8802,27,175.1,62.5,2993,2.0,0.7,527.0,5231.748886883273,500.0,1
8805,57,153.6,55.0,4492,2.5351401010565,0.08,474.0,5000.0,20409.533173013977,1
8808,64,144.2,76.7,4487,2.5351401010565,0.33,394.0,10000.0,500.0,1
8809,55,172.9,46.9,1640,0.0,0.06,556.0,5231.748886883273,500.0,1
8810,31,171.0,65.4,2069,2.5351401010565,0.84,635.0,1223.69,500.0,1
8811,31,176.2,81.6,2999,0.0,0.68,561.0,1180.25,12515.901493828878,0
8819,43,152.7,90.1,4167,2.5351401010565,0.15,612.0,987.2,39146.19106732092,1
8822,41,178.2,60.4,2568,2.5351401010565,0.68,397.0,5000.0,500.0,1
8825,31,175.6,97.0,4731,0.0,0.97,494.0,1085.99,500.0,0
8828,31,195.1,72.4,3111,2.0,0.16,481.0,5000.0,1900.731171856429,0
8830,19,164.0,85.6,3495,2.5351401010565,0.9,449.0,5000.0,500.0,1
8832,69,166.5,83.9,2253,5.0,0.99,776.0,5231.748886883273,24217.58389284025,1
8836,70,167.2,42.4,2629,5.0,0.11,770.0,5231.748886883273,2352.4355498269483,1
8837,20,180.5,51.5,1843,3.0,0.7,622.0,1162.45,4616.836593578,0
8839,33,166.8,79.9,3746,2.5351401010565,0.13,650.0,5000.0,34859.336062942464,1
8840,59,181.4,33.9,3426,5.0,0.43,686.0,1165.94,500.0,0
8841,59,174.5,75.7,3355,3.0,0.41,401.0,940.81,4360.572207307363,0
8843,51,179.0,63.0,3464,0.0,0.09,767.0,10000.0,40904.420313068695,0
8846,35,172.7,78.5,1938,2.5351401010565,0.57,732.0,10000.0,27380.063977953043,1
8850,49,158.5,67.0,1249,2.5351401010565,0.21,380.0,1210.23,14301.667166197469,1
8853,27,147.0,36.0,500,0.0,0.81,470.0,5000.0,13002.61504107803,0
8854,48,182.4,63.9,3109,0.0,0.58,388.0,5000.0,1339.3947702361097,0
8858,53,152.3,85.4,1923,2.5351401010565,0.11,487.0,5000.0,500.0,1
8861,47,141.9,98.7,500,2.5351401010565,0.47,768.0,5000.0,500.0,1
8862,24,191.1,83.4,500,2.5351401010565,0.33,589.0,5000.0,500.0,1
8864,21,163.0,77.5,2265,2.5351401010565,0.97,575.0,5000.0,1675.611186145678,1
8868,30,196.7,100.6,2380,2.5351401010565,0.6,327.0,5000.0,500.0,1
8869,42,171.7,68.6,4163,2.5351401010565,0.46,599.0,5000.0,7737.370574341588,1
8874,75,172.0,82.9,2449,4.0,0.09,773.0,5231.748886883273,500.0,1
8875,64,188.1,66.8,2361,2.5351401010565,0.23,667.0,1173.73,28294.452231844323,1
8877,33,171.2,77.6,3560,0.0,0.98,418.0,1097.97,7260.969510855186,0
8883,56,176.3,69.9,1125,5.0,0.42,323.0,5231.748886883273,500.0,1
8884,47,164.5,53.1,2058,2.5351401010565,0.14,328.0,5000.0,18112.57580637872,1
8885,46,190.3,82.0,2790,3.0,0.74,831.0,5231.748886883273,500.0,1
8887,40,178.6,79.6,1467,2.0,0.92,599.0,1217.04,15809.630458339998,0
8891,40,171.1,81.3,1416,2.5351401010565,0.21,470.0,5000.0,500.0,1
8893,69,168.0,98.2,1144,2.5351401010565,0.4,315.0,5000.0,500.0,1
